Request_id,Request_type,Request_description,Request_date,Request_librarian,Request_status
1293,room,Need a workshop space for a creative writing seminar.,2024-06-04,311029961,closed
1294,books,Seeking 'The Catcher in the Rye' for the modern classics section.,2024-03-05,327100566,done
1295,books,Requesting 'The Brothers Karamazov' by Fyodor Dostoevsky for the classic literature section.,2024-05-03,395540990,in progress
1296,books,Request for 'Medical Microbiology' for the health sciences collection.,2024-01-23,211343306,in progress
1297,books,Request to add 'The Handmaid's Tale' by Margaret Atwood to the dystopian fiction section.,2024-05-02,247316201,waiting
1298,books,Need additional copies of 'The Iliad' by Homer.,2024-03-01,352080659,closed
1299,other,Looking to host a cultural exchange program.,2024-03-24,275071561,waiting
1300,other,Need help with arranging a monthly author talk series.,2024-03-10,200885937,in progress
1301,other,Request to start a monthly film screening series in the library.,2024-08-14,275573327,closed
1302,other,Request to host a local author's book signing event.,2024-02-10,231245507,in progress
1303,room,Need a room for a mindfulness meditation group.,2024-05-08,352058077,in progress
1304,maintenance,Looking to fix the loose handrail in the stairwell.,2024-05-21,220538110,in progress
1305,maintenance,Seeking to replace the broken lock on the storage closet.,2024-08-15,336757406,closed
1306,books,Requesting 'The Design of Everyday Things' by Don Norman for the design section.,2024-06-16,308370048,closed
1307,maintenance,Request to clean the muddy footprints from the entryway.,2024-08-31,275573327,done
1308,other,Need to conduct a survey on library services and patron satisfaction.,2024-09-02,226635274,done
1309,room,Request to book the pop-up space for a temporary exhibit.,2024-09-07,357314350,done
1310,other,Looking to organize a career day event featuring local professionals.,2024-07-29,288004336,waiting
1311,room,Seeking to reserve the alumni room for a university alumni meeting.,2024-10-28,295603989,waiting
1312,books,Requesting 'The Code Book' by Simon Singh for the cryptography section.,2024-07-10,298319781,in progress
1313,books,Need to purchase 'The Kite Runner' by Khaled Hosseini for the modern fiction section.,2024-11-10,397795675,done
1314,other,Seeking to develop a library resource guide for small business owners.,2024-11-04,352080659,waiting
1315,other,Seeking to establish a library scholarship fund.,2024-10-29,240447144,waiting
1316,room,Need the community meeting room for a local business networking event.,2024-06-24,374362853,done
1317,room,Seeking to reserve the fitness room for a wellness program.,2024-03-03,395540990,done
1318,maintenance,Request to service the projector in the multimedia room.,2024-02-16,374830776,waiting
1319,room,Need a workshop space for a creative writing seminar.,2024-06-07,212959720,closed
1320,other,Requesting assistance with hosting a coding bootcamp for teens.,2024-05-18,374362853,in progress
1321,maintenance,Need to repair the damaged book cart.,2024-02-25,220550354,done
1322,other,Seeking to develop a library resource guide for parents.,2024-09-09,244258489,waiting
1323,room,Looking to use the auditorium for a local theater performance.,2024-03-13,363189945,in progress
1324,maintenance,Seeking to replace the broken lock on the storage closet.,2024-11-04,380845883,in progress
1325,other,Request to develop a reading buddy system for kids.,2024-01-23,265590430,in progress
1326,room,Looking to reserve the cultural hall for a heritage celebration.,2024-07-25,287955504,closed
1327,books,Request to replace the damaged copy of 'Moby-Dick' by Herman Melville.,2024-10-13,208001834,closed
1328,other,Need to plan a library orientation session for new students.,2024-04-12,313313090,done
1329,maintenance,Requesting maintenance for the faulty heating system in the reading room.,2024-04-30,356568279,done
1330,maintenance,Need to repair the damaged fire escape ladder.,2024-08-28,385533765,in progress
1331,maintenance,Seeking to replace the broken stapler in the reception area.,2024-10-27,255595993,done
1332,room,Requesting the use of the demonstration kitchen for a cooking class.,2024-05-25,271057887,waiting
1333,room,Requesting the use of the audio-visual room for a documentary screening.,2024-04-18,339411357,waiting
1334,maintenance,Need to repair the damaged steps at the main entrance.,2024-05-03,326110640,closed
1335,other,Looking to develop a library outreach program for underserved communities.,2024-01-10,265346940,waiting
1336,other,Seeking to launch a digital literacy campaign for seniors.,2024-03-04,284819760,closed
1337,maintenance,Requesting maintenance for the faulty emergency exit sign.,2024-11-04,358617868,closed
1338,room,Need the IT lab for a cybersecurity workshop.,2024-01-19,385533765,closed
1339,maintenance,Requesting maintenance for the broken air conditioning unit.,2024-09-16,374876282,closed
1340,books,Requesting 'The Theory of Everything' by Stephen Hawking for the astrophysics section.,2024-05-25,288004336,done
1341,maintenance,Requesting maintenance for the malfunctioning air purifier in the archive.,2024-09-05,293532545,waiting
1342,books,Requesting 'The Joy of Cooking' for the culinary arts section.,2024-06-30,313570137,waiting
1343,other,Looking to organize a wellness program for patrons.,2024-01-06,228280574,closed
1344,room,Need the seminar room for a financial literacy class.,2024-01-10,397139437,done
1345,other,Request to collaborate with local chefs for a cooking demonstration.,2024-06-13,326924917,closed
1346,books,Request for 'The Lord of the Rings' trilogy for the fantasy section.,2024-10-27,380598680,done
1347,maintenance,Seeking to replace the broken coat rack in the entryway.,2024-01-23,253658694,done
1348,books,Seeking 'The 7 Habits of Highly Effective People' by Stephen Covey.,2024-08-16,289167405,done
1349,other,Requesting help with setting up a library tutoring program.,2024-05-29,373430313,closed
1350,maintenance,Requesting maintenance for the broken air conditioning unit.,2024-06-21,376831376,done
1351,other,Request to develop a summer reading challenge for kids.,2024-09-15,294799614,in progress
1352,books,Need additional copies of 'The Catcher in the Rye' by J.D. Salinger.,2024-10-11,381043645,closed
1353,other,Looking to develop a mobile app for library services.,2024-05-30,283555837,in progress
1354,room,Looking to reserve the small auditorium for an indie film festival.,2024-09-18,362917106,in progress
1355,maintenance,Requesting maintenance for the malfunctioning vending machine.,2024-01-31,255595993,done
1356,other,Seeking to arrange a workshop on information literacy.,2024-04-08,388993412,closed
1357,room,Request to use the debate room for a high school debate tournament.,2024-06-20,209347681,closed
1358,room,Request to use the history room for a genealogy research session.,2024-07-28,295603989,done
1359,books,Need additional copies of 'The Picture of Dorian Gray' by Oscar Wilde.,2024-05-30,205997588,waiting
1360,books,Request for 'The Road to Serfdom' by Friedrich Hayek for the economics section.,2024-05-28,380845883,closed
1361,books,Seeking 'The 7 Habits of Highly Effective People' by Stephen Covey.,2024-03-03,251020210,in progress
1362,books,Looking for 'The Life-Changing Magic of Tidying Up' by Marie Kondo.,2024-03-20,210316964,waiting
1363,other,Seeking to arrange a workshop on information literacy.,2024-06-13,200851160,closed
1364,room,Requesting the use of the gallery room for a photography exhibit.,2024-07-19,202510681,closed
1365,other,Seeking to develop a library resource guide for parents.,2024-09-23,206694648,in progress
1366,room,Looking to reserve the garden area for an outdoor yoga class.,2024-04-29,251020210,waiting
1367,books,Requesting 'Steve Jobs' by Walter Isaacson for the business biography section.,2024-05-20,269026035,waiting
1368,maintenance,Need to repair the damaged display case in the main hall.,2024-05-27,332663491,in progress
1369,maintenance,Seeking to address the water leak in the basement storage area.,2024-09-02,279342661,done
1370,room,Requesting the use of the seminar hall for a local author's talk.,2024-08-26,244414132,done
1371,other,Looking to create a new library newsletter for patrons.,2024-07-16,314052127,in progress
1372,room,Requesting the use of the seminar hall for a local author's talk.,2024-02-08,282648716,closed
1373,other,Request to develop a reading buddy system for kids.,2024-09-03,343659348,in progress
1374,books,Requesting 'Steve Jobs' by Walter Isaacson for the business biography section.,2024-09-30,211269576,waiting
1375,maintenance,Seeking to replace the broken magnifying glass in the reading room.,2024-04-30,387729908,done
1376,books,Seeking the complete works of Shakespeare for the drama department.,2024-06-01,326674793,in progress
1377,maintenance,Requesting maintenance for the malfunctioning fire alarm system.,2024-09-12,318471364,done
1378,maintenance,Need to repair the damaged shelving in the reference section.,2024-10-26,275518793,in progress
1379,books,Requesting 'Artificial Intelligence: A Modern Approach' for the AI research group.,2024-02-15,390073559,closed
1380,other,Request to set up a social media account for library updates.,2024-08-03,244414132,waiting
1381,other,Request to organize a children's summer reading program.,2024-04-21,375013737,in progress
1382,room,Request to use the theater for a classic film series screening.,2024-07-21,385091780,closed
1383,room,Request to use the green room for a video shoot.,2024-03-18,226642718,waiting
1384,books,Need a new edition of 'Linear Algebra and Its Applications' by Gilbert Strang.,2024-04-08,248942815,done
1385,maintenance,Need to repair the damaged chair in the staff office.,2024-06-24,390073559,waiting
1386,maintenance,Request to fix the leaky faucet in the main restroom.,2024-03-22,201154135,done
1387,maintenance,Looking to fix the jammed window in the study carrel.,2024-06-29,253714257,in progress
1388,room,Looking to reserve the lecture hall for a panel discussion on climate change.,2024-03-06,318471364,waiting
1389,books,Looking to replace the damaged copy of 'The Scarlet Letter' by Nathaniel Hawthorne.,2024-04-25,343990297,waiting
1390,room,Request to use the digital innovation lab for a coding bootcamp.,2024-11-06,349278614,done
1391,books,Request to add 'The Handmaid's Tale' by Margaret Atwood to the dystopian fiction section.,2024-08-23,282648716,closed
